priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P3,https://bigorange.marketing/bot-traffic-google-analytics-cincinnati-big-orange-marketing/,2932,post,Win the Bot Battle: How to Identify and Filter Out Bot Traffic in Google Analytics,local-cincinnati,supporting-article,untracked,0,,,,index,follow,True,,False,2024-02-16T12:36:52,Exclude Bot Traffic in Google Analytics - Big Orange Marketing,"One reader job. Refresh stale years in the title. Link to homepage router plus city-specific proof. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/bright-local-top-5-tips-on-google-my-business/,2898,post,BrightLocal Update: Top 5 Tips We Learned About Google My Business and Rankings,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-11-14T08:43:52,Bright Local Update: Tips On Google My Business - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/business-development-intern/,2987,post,We&#8217;re Hiring: Business Development Intern,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T17:01:32,We're Hiring: Business Development Intern - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/business-social-made-simple/,4149,page,Business Social Made Simple: Your New Plan,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-02-17T16:24:26,Business Social Made Simple: Your New Plan - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/careers/,1659,page,Careers,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-08-29T10:52:27,Flexible Marketing Jobs - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/channel-program-local-dinner-in-columbus/,4838,post,Join Us at Channel Program Local Dinner in Columbus,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-04-29T15:02:04,Join us at Channel Program Local Dinner in Columbus - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/cincinnati-digital-marketing-firm-brand-makeover-steps/,1452,post,Digital Marketing Firm Brand Makeover Steps,local-cincinnati,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-04T14:28:21,Digital Marketing Firm Brand Makeover Steps - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to homepage router plus city-specific proof. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/cincy-ai-week-2025/,4918,post,Join Us at Cincy AI Week 2025,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:03:52,Join Us at Cincy AI Week 2025 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/comparing-sales-intent-tools/,5095,post,Comparing Sales Intent Tools: A Quick Guide for Smarter Prospecting,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-08-11T07:34:35,Comparing Sales Intent Tools - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/contact-confirmation/,3847,page,Contact Us Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-02-04T10:26:38,Thank You - Contact Us - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/content-marketing-service/,4703,post,12 Tips for Getting the Most From Your Content Marketing Service,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-11-21T14:59:33,Tips to Enhance Your Content Marketing Service - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/content-marketing-strategy-sample/,1267,post,How to Brainstorm an Awesome Content Marketing Strategy in 4 Easy Steps,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-20T21:43:37,4 Easy Steps for Your Content Marketing Strategy - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/customer-discovery-questions/,2412,post,Customer Discovery Questions: What Should Your Inbound Digital Marketing Agency Be Asking You?,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:18:50,Customer Discovery Questions - What To Look For in a Marketing Agency - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/digital-content-marketing-inbound-services/,2548,page,Digital Content Marketing Services,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-02-04T09:56:55,Digital Content Marketing Services - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
